max_temperature,min_temperature,humidity,wind_speed,risk_level
34.4,31.3,33.6,19.5,0
25.4,20.3,45.7,4.0,0
45.6,37.9,29.7,16.9,2
42.1,35.0,74.6,15.6,2
48.9,40.4,78.6,14.5,2
44.0,36.0,63.7,0.3,2
25.5,21.1,53.5,6.1,0
26.3,17.2,54.5,16.0,0
27.9,25.1,43.0,18.6,0
27.4,18.0,69.6,22.7,0
35.5,25.7,22.3,10.0,0
39.0,34.8,66.9,21.1,1
47.7,42.5,80.4,23.0,2
30.1,22.6,55.5,17.8,0
34.0,31.1,62.0,2.7,0
39.3,33.0,26.4,6.3,1
31.1,28.2,55.4,10.3,0
40.8,37.7,67.5,6.0,2
28.9,25.9,26.4,24.9,0
37.4,28.5,66.0,10.6,1
28.7,22.8,41.7,13.5,0
31.6,28.7,83.1,24.7,0
37.5,28.5,20.2,20.3,0
42.2,38.1,66.0,0.5,2
34.8,25.2,41.3,18.7,0
44.7,37.3,61.2,14.0,2
33.4,25.1,30.0,21.9,0
35.0,30.2,71.1,22.0,0
42.4,34.0,36.4,22.5,2
46.1,43.4,46.7,17.8,2
45.8,37.4,20.9,22.7,2
26.4,16.7,23.7,20.5,0
39.7,30.2,51.0,2.8,1
25.1,22.6,79.8,13.3,0
26.1,20.3,88.8,5.8,0
42.5,34.7,43.5,22.0,2
40.0,31.4,67.8,15.5,2
30.8,28.1,69.4,15.8,0
35.4,26.1,73.9,9.8,0
38.3,33.5,55.8,20.3,1
28.5,19.6,64.5,13.0,0
33.7,31.6,73.3,7.6,0
36.5,32.1,38.0,11.4,0
25.1,17.9,70.2,1.8,0
45.7,43.7,22.5,8.7,2
38.7,30.4,74.6,6.1,1
46.6,40.0,85.1,15.1,2
40.5,32.8,29.8,13.9,2
49.7,45.7,29.8,10.6,2
30.8,28.8,71.3,8.9,0
25.7,21.5,48.4,12.1,0
37.0,33.9,55.6,12.0,0
46.7,37.7,57.2,20.3,2
30.4,27.8,50.3,13.1,0
41.6,34.5,26.1,16.4,2
47.0,43.2,31.3,23.1,2
29.3,20.6,49.8,10.9,0
37.9,33.4,20.8,17.5,0
29.9,25.0,26.0,9.9,0
45.4,36.8,58.5,16.0,2
41.9,37.6,87.7,0.0,2
32.3,27.0,76.6,14.1,0
27.7,20.2,63.6,12.0,0
28.8,21.4,62.2,12.4,0
32.4,26.8,33.2,13.9,0
49.0,43.2,42.2,23.1,2
48.0,45.5,40.4,19.3,2
27.7,25.3,47.1,12.1,0
39.6,34.1,86.7,3.5,1
48.9,45.8,80.7,8.8,2
27.3,21.6,25.6,2.9,0
49.4,43.6,22.8,21.8,2
34.0,24.4,70.3,4.6,0
31.7,27.4,32.7,23.7,0
39.0,36.1,44.5,11.6,1
26.2,18.1,21.2,3.5,0
29.9,20.9,71.2,3.7,0
40.8,31.4,55.5,20.9,2
25.9,18.1,60.0,24.2,0
35.0,30.2,44.1,24.9,0
29.1,25.9,48.6,5.3,0
28.0,22.5,46.9,22.2,0
25.3,23.0,64.7,0.5,0
28.4,20.5,32.1,9.6,0
42.8,33.9,69.1,14.4,2
34.1,27.8,75.5,15.9,0
49.9,45.4,42.9,22.1,2
42.3,38.7,73.4,7.6,2
48.7,46.3,45.7,10.2,2
44.4,38.4,23.5,9.5,2
47.6,43.9,45.3,7.6,2
48.5,40.2,43.1,1.6,2
34.5,28.0,58.4,13.4,0
45.6,38.4,81.2,5.0,2
43.7,35.8,33.9,7.4,2
43.5,35.4,85.8,8.8,2
38.7,32.1,31.2,10.4,1
37.4,30.8,47.4,7.5,0
32.8,24.1,80.2,20.3,0
36.8,31.0,20.3,12.7,0
40.2,32.2,74.1,16.3,2
44.3,39.2,35.3,20.7,2
31.3,23.2,88.3,10.8,0
39.9,32.6,57.5,8.9,1
44.1,40.4,42.3,1.5,2
49.9,40.1,32.2,6.7,2
36.6,32.4,20.6,11.4,0
32.0,29.4,73.1,19.0,0
39.2,34.8,51.3,22.9,1
37.3,28.4,88.0,7.9,1
40.9,38.3,66.7,24.2,2
25.1,19.6,22.0,10.5,0
33.4,31.3,27.7,1.0,0
28.3,23.9,20.3,24.8,0
25.6,17.1,59.4,7.8,0
33.6,30.7,29.7,11.6,0
31.6,27.1,67.1,5.8,0
30.6,24.5,80.1,19.0,0
29.7,26.1,70.7,2.5,0
28.6,23.8,60.3,6.9,0
46.7,39.9,32.9,11.5,2
31.6,26.0,78.8,9.5,0
29.6,24.9,27.8,1.3,0
34.1,25.9,33.5,17.9,0
33.8,26.1,86.8,6.5,0
43.9,41.7,75.9,20.6,2
40.6,35.3,42.7,2.0,2
41.6,39.0,44.1,8.9,2
43.9,35.7,51.8,0.8,2
44.1,35.2,33.1,21.1,2
35.4,27.0,51.0,9.6,0
49.9,41.1,26.1,7.9,2
36.9,34.6,70.3,19.1,1
43.7,39.8,38.0,2.5,2
43.8,34.1,38.0,3.0,2
49.4,44.6,47.5,0.4,2
40.5,31.0,60.0,2.1,2
45.8,37.7,75.3,5.9,2
40.5,33.1,25.2,18.6,2
48.5,41.0,22.3,8.2,2
40.4,35.1,30.0,20.5,2
47.9,43.5,49.3,5.7,2
45.1,42.7,86.7,5.4,2
44.5,41.2,57.2,13.9,2
48.9,41.4,44.1,23.4,2
41.4,36.6,24.0,9.2,2
45.4,38.6,45.6,21.5,2
28.6,20.0,70.6,2.7,0
31.4,25.2,73.7,11.0,0
36.7,31.5,24.5,18.0,0
32.3,22.5,40.0,6.5,0
47.4,41.6,69.5,16.2,2
31.2,28.3,46.1,22.9,0
27.1,17.4,65.7,3.9,0
49.5,43.4,28.3,16.1,2
33.0,26.3,67.8,2.9,0
41.8,35.6,28.9,22.6,2
49.0,45.5,83.7,5.3,2
29.0,19.9,49.9,17.1,0
27.1,17.5,55.2,5.7,0
40.5,31.7,61.6,6.2,2
39.2,29.8,42.6,5.4,1
36.5,32.7,28.0,0.7,0
28.4,22.5,51.6,0.0,0
41.1,33.9,61.6,15.5,2
43.2,36.2,33.8,6.4,2
32.9,23.0,89.2,0.1,0
44.4,37.4,76.5,6.1,2
37.4,32.3,82.1,18.6,1
32.7,25.5,23.9,14.9,0
37.6,31.2,47.8,5.9,0
44.5,36.7,62.3,18.0,2
30.1,23.4,68.3,17.0,0
32.4,23.0,69.8,3.7,0
44.7,39.1,26.7,1.9,2
31.1,25.5,29.3,4.3,0
26.2,22.2,27.0,6.1,0
34.4,25.2,41.7,3.7,0
27.5,21.7,58.3,9.0,0
30.9,21.2,58.5,4.9,0
43.3,40.3,67.0,13.1,2
43.1,38.2,35.6,21.0,2
30.9,25.5,66.7,2.1,0
48.5,42.3,37.2,9.5,2
25.3,21.3,61.5,7.7,0
37.2,31.0,23.2,0.6,0
28.2,20.3,70.2,19.5,0
49.2,46.5,52.0,10.8,2
31.7,24.6,75.6,19.9,0
41.8,38.5,42.4,4.5,2
36.5,30.7,25.7,2.8,0
44.5,40.6,63.6,20.0,2
32.6,24.7,45.4,15.1,0
28.5,21.7,43.7,20.6,0
40.0,33.6,54.9,5.9,2
36.2,31.6,28.1,18.9,0
37.5,30.8,29.9,10.6,0
39.6,32.8,29.4,10.0,1
45.7,43.1,50.8,5.5,2
25.6,18.5,34.5,2.5,0
38.6,35.4,53.4,7.2,1
49.8,41.1,29.8,17.2,2
48.2,44.3,40.2,9.5,2
26.7,19.1,47.4,9.5,0
37.4,29.0,35.3,7.4,0
42.0,32.6,52.0,19.5,2
42.1,33.5,67.0,9.4,2
32.4,24.2,62.1,24.8,0
43.4,35.1,84.6,6.5,2
25.7,17.7,41.9,13.5,0
39.1,33.9,83.2,23.2,1
30.4,24.8,74.6,5.8,0
25.7,20.0,54.0,15.1,0
41.0,34.2,35.9,21.1,2
44.1,38.8,32.7,23.8,2
44.5,40.1,86.4,2.8,2
41.1,35.0,24.0,8.2,2
30.6,21.1,83.5,1.2,0
43.6,39.1,60.5,2.0,2
36.3,27.3,31.0,12.0,0
38.0,28.1,57.6,11.2,0
39.6,37.5,48.0,1.3,1
45.7,38.4,51.4,15.3,2
44.8,40.6,65.9,20.8,2
36.9,29.2,63.0,15.6,1
26.4,17.7,80.8,2.7,0
28.1,20.3,79.8,19.8,0
49.7,42.5,71.6,13.8,2
38.4,29.2,85.8,24.2,1
35.8,29.8,64.2,17.1,0
48.9,44.6,48.4,6.1,2
49.8,41.4,26.6,14.9,2
49.5,42.5,44.7,20.4,2
43.6,39.6,27.2,14.9,2
40.2,32.0,84.0,12.7,2
27.2,23.9,34.8,21.3,0
42.8,37.9,82.1,1.3,2
38.3,35.8,68.8,2.8,1
30.2,26.8,55.0,10.7,0
37.3,28.9,67.8,4.3,1
34.7,31.1,68.4,10.5,0
28.0,24.7,25.4,15.3,0
38.2,30.3,22.6,21.2,1
32.8,27.6,23.9,11.9,0
29.1,21.9,40.7,12.9,0
33.3,25.1,68.6,22.6,0
45.5,37.4,61.8,14.6,2
44.0,35.0,53.7,7.0,2
43.3,38.1,30.8,22.8,2
44.4,41.6,27.4,20.2,2
26.7,21.5,71.8,8.1,0
47.0,37.5,71.7,24.5,2
48.7,40.7,54.5,10.5,2
29.5,27.0,77.3,24.8,0
42.7,35.9,22.6,17.4,2
34.9,29.5,38.3,6.5,0
45.6,41.4,58.8,8.0,2
27.3,20.5,74.3,15.1,0
25.2,21.4,52.9,10.0,0
41.5,34.2,87.1,1.2,2
39.7,35.2,41.4,22.0,1
39.5,33.2,64.1,22.9,1
25.8,23.7,62.8,21.7,0
42.6,36.3,64.5,22.3,2
33.2,30.8,84.8,10.5,0
37.7,28.2,34.4,24.1,0
36.8,34.2,51.7,12.0,0
28.4,22.2,35.8,7.3,0
25.3,22.6,41.4,16.3,0
41.2,37.0,86.2,2.4,2
40.4,37.5,78.8,5.7,2
45.2,38.5,83.9,4.6,2
30.9,23.4,83.1,2.4,0
38.6,33.8,41.7,6.7,1
32.4,30.2,81.1,6.8,0
41.7,37.1,31.0,7.0,2
45.2,41.2,20.5,15.0,2
36.0,28.8,82.6,2.3,0
41.7,35.8,66.0,24.5,2
35.4,27.6,62.9,14.4,0
27.6,21.5,33.5,13.5,0
42.7,39.8,52.7,8.0,2
45.8,36.8,78.7,24.8,2
42.1,37.1,55.6,20.6,2
34.6,25.2,83.1,19.5,0
25.7,17.3,46.8,15.4,0
29.5,24.2,89.3,0.9,0
48.9,40.9,46.8,9.5,2
39.6,37.1,49.6,4.3,1
29.2,22.0,36.2,9.6,0
39.2,30.0,24.6,20.6,1
44.6,36.1,67.4,20.9,2
44.8,41.1,41.4,7.0,2
40.8,32.0,20.2,10.6,2
29.4,25.4,38.9,4.8,0
45.1,40.5,57.7,5.8,2
31.0,22.6,46.0,23.5,0
43.4,36.5,83.2,6.4,2
25.9,19.4,76.6,20.3,0
29.4,21.4,59.3,9.6,0
40.5,31.6,43.1,0.5,2
31.7,24.4,78.3,14.4,0
33.7,31.5,79.7,15.8,0
48.4,44.9,89.2,15.2,2
47.0,44.3,79.0,21.6,2
31.2,24.6,83.3,21.8,0
35.5,28.2,42.6,2.4,0
46.5,39.8,23.1,11.4,2
45.1,39.2,20.3,19.1,2
45.0,37.7,29.5,12.7,2
36.4,33.9,89.0,18.5,1
40.3,33.5,46.4,24.1,2
35.7,30.5,62.8,6.5,0
25.4,21.0,52.0,21.3,0
41.1,38.0,80.7,10.8,2
26.3,23.1,63.5,22.7,0
27.0,24.7,35.0,13.1,0
44.9,42.5,85.3,11.2,2
33.4,27.3,45.1,10.8,0
33.1,28.4,25.4,18.2,0
35.6,25.7,26.7,12.3,0
32.3,26.8,70.6,4.5,0
32.1,23.8,87.6,15.3,0
41.0,34.5,56.2,0.5,2
49.4,46.8,42.7,22.7,2
41.1,37.4,48.6,17.7,2
44.8,36.6,44.0,1.1,2
45.6,41.6,38.5,4.4,2
39.0,29.6,78.2,13.4,1
29.2,21.8,51.2,7.5,0
25.8,16.9,23.9,21.6,0
46.5,40.8,81.0,25.0,2
35.7,27.1,46.3,20.8,0
37.9,34.2,64.0,19.0,1
31.2,26.4,60.1,19.0,0
35.2,29.7,23.6,9.6,0
33.1,25.9,21.3,21.0,0
25.5,16.2,73.5,11.0,0
39.5,34.3,25.9,20.2,1
41.2,31.2,40.6,23.0,2
46.5,37.7,80.8,17.7,2
36.5,30.7,73.1,1.2,1
30.4,23.0,30.3,23.6,0
43.7,35.4,41.3,7.0,2
40.7,32.8,55.6,14.9,2
43.7,39.4,36.3,13.4,2
41.9,33.1,35.6,11.0,2
35.5,29.4,79.0,22.6,0
36.2,28.0,28.7,11.2,0
32.0,24.9,52.3,10.7,0
41.9,39.0,47.2,23.6,2
36.1,28.6,22.9,15.4,0
47.7,45.1,62.4,20.3,2
31.6,25.6,74.1,9.4,0
31.8,24.1,36.8,7.1,0
37.6,30.2,61.1,21.2,1
36.2,29.8,37.8,20.6,0
25.7,21.7,36.8,9.7,0
35.5,29.3,21.8,21.8,0
25.6,22.5,49.5,8.9,0
32.7,26.3,34.0,2.2,0
32.9,26.7,34.5,19.4,0
26.5,21.2,75.2,16.1,0
26.2,23.0,71.7,19.9,0
34.3,27.2,55.4,6.1,0
32.3,24.4,37.1,24.6,0
45.0,40.2,49.6,6.2,2
48.8,46.2,80.5,3.3,2
35.3,33.2,64.2,22.9,0
41.8,31.9,87.1,6.5,2
25.7,23.7,71.6,1.8,0
43.4,39.9,60.9,18.8,2
34.0,27.4,25.5,17.2,0
39.9,34.5,71.5,20.8,1
49.8,40.5,27.1,22.2,2
37.6,33.6,51.3,23.2,0
35.0,25.7,71.1,11.8,0
35.6,26.4,65.0,16.2,0
37.8,33.1,39.6,11.5,0
39.6,32.8,65.6,19.5,1
34.6,31.7,69.6,0.4,0
34.3,25.4,48.3,24.4,0
39.7,29.8,64.9,1.7,1
43.0,38.6,68.4,0.1,2
29.5,25.1,54.7,22.7,0
46.4,38.9,78.7,17.0,2
40.6,34.0,84.0,1.7,2
26.4,16.9,81.3,13.3,0
34.4,26.9,41.5,21.7,0
30.3,25.1,26.3,11.3,0
43.5,36.2,38.3,7.5,2
32.6,23.6,33.2,15.1,0
32.1,22.2,82.8,21.8,0
29.2,24.9,74.8,12.0,0
30.6,23.5,25.7,22.9,0
42.0,38.1,48.4,7.8,2
46.7,40.7,41.2,5.1,2
49.2,46.6,25.3,16.9,2
25.2,18.1,46.2,6.7,0
48.6,42.0,42.3,20.4,2
33.7,31.3,85.5,19.4,0
34.1,25.5,28.3,13.8,0
33.2,30.2,76.5,1.4,0
39.4,31.9,82.0,19.8,1
26.9,18.3,89.9,24.5,0
33.3,29.7,78.8,24.3,0
27.8,21.5,73.1,4.4,0
38.5,36.0,26.8,5.5,1
38.3,35.9,26.4,22.3,1
44.1,40.0,89.5,24.0,2
26.6,18.7,47.0,6.5,0
42.6,40.4,32.1,22.9,2
27.6,22.4,45.9,11.6,0
46.0,43.9,79.3,21.0,2
43.4,34.2,24.4,7.9,2
36.8,28.4,26.3,2.2,0
43.1,33.8,37.5,8.3,2
41.0,33.9,79.4,23.8,2
33.0,23.3,24.1,7.7,0
25.3,18.8,26.2,17.8,0
47.3,42.3,82.2,10.2,2
40.3,32.8,73.8,8.0,2
35.2,31.9,50.3,18.7,0
32.6,30.5,41.3,19.6,0
43.5,35.0,61.4,3.5,2
48.5,45.3,61.9,8.5,2
26.4,18.8,25.7,15.5,0
43.3,34.2,49.4,2.6,2
42.4,35.4,64.9,17.3,2
27.3,17.8,72.8,21.0,0
42.6,36.8,29.3,16.6,2
28.3,24.3,48.3,3.5,0
45.6,43.0,30.6,2.1,2
45.3,38.1,64.7,4.3,2
44.6,41.2,59.8,9.5,2
28.7,22.9,64.2,12.4,0
45.0,40.7,72.2,0.3,2
39.2,30.3,76.0,15.8,1
48.4,43.5,54.5,19.0,2
38.8,32.4,69.2,3.9,1
25.8,23.4,66.3,22.8,0
31.7,24.4,54.5,3.2,0
45.1,39.6,85.7,3.6,2
33.7,26.1,33.0,17.9,0
26.1,21.5,55.8,23.1,0
41.1,36.7,30.3,15.8,2
37.9,28.0,46.6,7.2,0
25.7,22.0,78.2,6.6,0
35.5,28.3,41.0,11.9,0
36.3,32.7,68.5,15.2,1
33.5,29.3,21.6,21.8,0
40.9,38.6,60.9,8.3,2
34.8,30.3,34.3,2.3,0
34.7,29.7,44.8,20.1,0
30.5,25.0,57.2,23.2,0
36.1,33.1,44.3,17.4,0
47.8,42.7,78.1,1.9,2
34.7,32.4,49.2,3.2,0
48.2,44.9,21.6,2.2,2
27.4,23.3,33.5,9.6,0
48.1,41.9,61.2,16.6,2
36.2,33.2,72.8,15.4,1
30.4,20.5,43.0,19.0,0
43.3,40.1,56.5,19.9,2
44.1,40.0,59.2,23.8,2
39.2,31.7,61.2,18.8,1
31.5,28.0,71.2,23.9,0
30.8,24.4,59.3,14.7,0
47.1,44.7,48.6,5.4,2
26.4,20.9,71.0,3.2,0
43.3,37.2,76.5,6.4,2
37.8,31.9,77.0,13.2,1
44.3,40.9,43.2,17.2,2
28.7,25.9,45.7,16.6,0
41.6,36.9,81.1,4.0,2
47.7,43.4,83.1,19.0,2
27.8,19.5,37.2,5.2,0
35.9,30.0,44.0,13.4,0
32.5,30.0,49.6,22.7,0
41.0,35.0,62.8,10.0,2
33.1,27.5,53.6,6.7,0
32.0,24.6,60.2,8.4,0
27.0,19.8,34.0,23.4,0
33.1,25.8,75.1,8.2,0
40.7,38.1,69.0,12.2,2
38.4,32.1,39.4,24.2,1
26.6,21.7,88.0,9.6,0
47.2,44.6,50.0,8.1,2
28.0,24.0,28.2,15.4,0
37.3,29.4,35.7,15.3,0
33.9,26.4,73.7,19.5,0
35.9,33.0,62.8,11.0,0
40.0,31.9,70.6,22.8,1
26.2,23.9,44.6,12.6,0
29.6,26.3,47.7,4.8,0
25.9,22.0,42.9,11.9,0
41.0,32.4,39.7,3.2,2
32.0,26.4,72.2,7.6,0
41.6,32.9,46.7,13.8,2
39.2,33.4,37.8,16.4,1
26.2,16.9,64.4,12.7,0
25.8,15.9,34.3,22.7,0
38.8,29.4,79.8,21.8,1
36.0,27.9,75.6,13.2,0
35.0,31.0,27.3,8.6,0
31.5,24.9,21.1,6.1,0
28.9,22.0,63.1,10.9,0
46.4,43.8,77.7,10.1,2
42.5,36.5,23.4,8.3,2
30.2,27.6,79.7,7.5,0
39.3,30.2,68.4,17.8,1
45.5,38.3,51.1,15.7,2
42.1,38.5,45.5,1.1,2
49.5,46.6,86.4,24.2,2
43.1,39.9,65.4,16.4,2
38.9,35.8,67.2,11.3,1
46.9,41.3,26.3,4.0,2
29.6,21.6,86.0,9.3,0
36.9,31.0,40.2,9.9,0
36.1,31.0,78.3,20.8,1
45.8,36.4,74.7,14.1,2
39.2,30.0,55.3,11.4,1
34.4,24.9,60.1,17.2,0
32.5,28.8,62.3,4.1,0
30.2,21.0,84.2,15.5,0
29.4,25.5,73.2,12.9,0
41.1,36.4,53.3,11.0,2
35.9,28.9,42.3,22.4,0
37.0,29.9,41.2,15.3,0
41.2,36.9,64.7,7.6,2
49.6,43.1,53.0,12.3,2
33.4,26.7,59.5,23.8,0
43.1,39.8,38.6,15.3,2
47.4,41.3,86.3,17.3,2
32.5,23.4,34.7,14.8,0
36.7,34.6,66.5,2.7,1
48.7,43.9,52.4,21.5,2
44.2,39.1,38.4,16.6,2
45.5,40.7,68.6,12.1,2
29.3,26.9,52.8,12.5,0
35.0,25.9,44.0,16.2,0
43.3,37.2,26.7,13.3,2
46.9,39.9,35.0,16.6,2
28.8,25.7,57.5,24.2,0
33.7,23.9,74.3,18.7,0
44.6,41.3,54.0,14.9,2
45.8,38.7,55.1,16.3,2
35.1,26.3,82.9,13.3,0
47.7,42.8,28.2,4.8,2
29.2,20.9,71.5,19.7,0
41.0,34.5,41.0,11.6,2
31.3,27.7,89.8,11.1,0
42.9,34.9,88.5,16.7,2
37.2,33.7,77.4,6.1,1
32.3,26.7,70.0,14.3,0
49.9,44.0,35.2,23.5,2
34.3,30.5,22.6,11.5,0
29.8,26.4,27.1,1.9,0
33.7,29.1,66.1,1.0,0
27.6,23.6,85.8,11.5,0
44.8,36.9,22.3,13.6,2
42.5,33.9,57.0,7.8,2
27.4,24.7,30.9,18.7,0
34.1,30.6,36.5,13.7,0
44.8,39.5,51.2,16.9,2
33.8,25.4,50.0,25.0,0
34.2,29.6,44.9,13.2,0
35.2,29.1,51.8,3.3,0
38.5,30.6,26.0,5.3,1
45.0,41.6,72.7,15.3,2
26.9,18.4,62.3,22.8,0
32.7,26.7,41.7,15.4,0
35.8,32.6,84.6,7.8,0
42.8,38.6,49.0,19.2,2
47.1,44.7,38.8,24.1,2
29.9,26.0,88.1,16.7,0
41.6,38.9,67.1,5.7,2
34.1,29.1,79.0,14.0,0
28.8,25.4,56.0,24.4,0
33.6,31.2,66.9,5.9,0
43.2,39.7,86.2,17.7,2
45.0,36.1,55.5,19.1,2
34.8,32.3,27.3,20.3,0
41.8,39.5,75.8,4.2,2
31.6,26.9,42.6,4.0,0
34.4,31.8,61.0,19.7,0
38.7,35.1,30.3,8.3,1
40.5,32.9,88.4,19.0,2
36.3,28.4,64.0,9.4,1
34.3,26.0,46.2,20.5,0
32.0,29.4,27.7,2.4,0
44.3,38.6,79.5,22.6,2
33.6,25.3,84.5,4.7,0
49.2,44.7,30.1,5.2,2
45.6,40.8,27.0,14.8,2
36.1,33.7,50.0,7.5,0
27.5,23.7,39.6,12.4,0
27.0,20.1,29.4,0.7,0
26.9,22.2,37.1,6.1,0
31.7,22.2,26.8,4.6,0
29.2,20.9,47.2,4.9,0
37.7,34.7,47.6,7.3,0
47.7,38.1,60.1,24.8,2
41.5,35.4,27.6,13.6,2
44.4,37.4,71.8,9.3,2
37.1,32.3,68.2,1.6,1
35.4,33.1,54.9,1.0,0
38.6,35.4,47.6,1.2,1
32.5,26.5,77.0,5.6,0
30.7,27.3,31.3,21.1,0
41.4,37.7,38.0,10.7,2
32.5,27.2,25.8,0.9,0
42.9,38.4,36.1,17.0,2
34.7,32.0,75.7,14.2,0
49.1,44.9,72.5,16.1,2
30.7,21.8,77.0,25.0,0
42.6,37.4,67.8,3.1,2
26.7,23.6,59.1,2.5,0
34.9,29.3,60.6,11.6,0
25.3,17.5,28.3,8.3,0
31.2,26.0,64.6,9.9,0
28.5,25.5,86.7,10.0,0
25.1,16.5,49.6,18.4,0
43.9,38.3,55.7,9.2,2
31.9,22.0,80.5,23.2,0
30.8,27.0,45.8,5.8,0
37.6,30.0,67.8,15.5,1
27.1,20.3,51.4,22.1,0
33.2,23.8,41.8,23.0,0
34.4,26.2,68.3,8.6,0
25.6,17.0,25.7,1.2,0
45.2,35.9,83.8,6.1,2
27.2,19.8,55.9,15.9,0
42.7,37.2,20.8,5.5,2
45.2,42.1,51.8,12.3,2
37.3,34.2,68.9,4.8,1
33.6,27.6,83.5,22.3,0
32.6,23.6,83.7,17.5,0
25.1,15.9,47.5,13.5,0
30.8,25.9,58.9,8.0,0
31.0,24.1,38.1,18.9,0
36.3,33.0,52.0,21.6,0
35.9,26.4,47.1,5.6,0
33.1,30.7,79.0,23.3,0
45.0,38.6,64.5,21.1,2
46.1,41.2,53.1,5.9,2
30.7,22.1,60.6,10.5,0
45.7,41.5,43.3,18.9,2
37.5,35.3,89.6,8.5,1
44.5,36.9,39.7,13.3,2
26.1,18.5,81.1,11.0,0
45.0,41.8,57.9,24.8,2
34.7,31.5,79.2,4.1,0
26.3,21.0,79.4,22.3,0
34.0,28.6,82.3,20.1,0
35.3,26.3,27.5,12.1,0
49.8,43.6,41.5,11.2,2
32.2,28.2,49.3,11.5,0
37.8,34.1,30.6,9.7,0
39.4,31.8,43.6,23.6,1
42.0,38.1,60.6,15.2,2
31.4,26.9,57.0,8.7,0
35.4,32.2,46.5,14.8,0
39.9,37.3,86.8,17.9,1
35.2,26.9,29.3,10.2,0
38.7,29.0,73.7,11.1,1
36.0,29.7,61.7,11.7,1
43.9,35.6,59.6,20.6,2
28.6,20.4,52.8,4.6,0
43.6,39.7,51.1,16.8,2
27.1,24.7,73.2,24.7,0
28.1,22.5,49.4,4.7,0
44.8,38.1,87.7,16.3,2
29.2,20.8,36.2,17.1,0
44.4,34.8,30.0,15.4,2
48.2,40.2,46.5,19.7,2
45.4,42.5,78.4,23.8,2
34.4,32.3,38.1,5.7,0
47.9,41.1,44.1,3.3,2
33.5,27.8,47.4,19.5,0
40.0,30.7,55.4,6.1,1
42.9,33.3,75.0,21.5,2
31.6,25.9,78.0,8.4,0
38.3,34.5,43.8,2.7,1
49.0,44.1,73.5,13.0,2
25.2,16.6,44.5,7.8,0
28.6,25.0,42.7,24.4,0
35.3,33.2,87.9,9.1,0
45.0,38.9,80.2,23.8,2
38.8,33.9,51.3,9.9,1
42.0,32.3,70.5,23.8,2
29.2,21.2,25.3,12.0,0
47.5,38.3,87.8,22.6,2
39.0,36.7,84.6,23.8,1
44.4,39.7,57.8,11.8,2
38.1,32.0,84.4,13.0,1
30.1,26.5,25.3,20.0,0
45.1,39.7,75.8,4.3,2
45.4,39.2,66.7,9.8,2
32.5,25.9,36.4,19.0,0
38.5,32.6,53.0,0.5,1
27.0,17.3,56.9,7.8,0
42.1,33.3,21.5,17.0,2
43.3,38.5,20.3,18.1,2
37.2,29.6,86.3,1.7,1
31.9,25.9,29.6,21.6,0
26.7,23.7,38.8,10.4,0
46.9,39.4,71.8,19.5,2
33.9,27.1,67.6,11.2,0
31.9,28.5,36.1,18.0,0
26.4,20.7,73.7,7.3,0
38.6,36.1,33.2,0.3,1
49.2,43.3,54.5,22.6,2
42.2,33.9,57.4,16.1,2
35.7,32.0,80.5,8.4,0
49.4,40.7,29.4,12.1,2
31.7,27.0,44.0,17.6,0
40.5,34.2,26.7,1.1,2
27.7,21.1,62.7,21.2,0
37.1,28.1,63.2,8.8,1
39.3,29.7,79.4,3.9,1
43.1,35.9,36.7,17.6,2
49.2,42.8,20.3,6.7,2
41.2,32.8,53.4,8.5,2
29.0,26.3,44.1,24.1,0
40.8,33.8,42.6,3.1,2
35.7,27.4,62.3,11.1,0
32.1,23.4,21.4,19.7,0
33.4,30.8,41.2,21.5,0
49.9,47.6,84.0,7.5,2
45.3,41.9,60.8,4.0,2
28.3,23.1,56.2,13.6,0
42.3,33.8,65.7,23.8,2
49.2,46.5,70.9,5.9,2
48.1,41.6,75.3,12.0,2
47.0,39.1,33.4,7.6,2
40.7,33.5,41.3,22.4,2
38.0,29.3,88.2,9.4,1
36.9,29.6,48.4,17.8,0
32.7,29.8,80.7,16.2,0
45.9,40.8,60.0,19.1,2
30.7,28.1,65.3,16.0,0
28.1,21.9,80.5,24.0,0
40.7,36.4,59.7,0.2,2
26.6,22.2,53.8,11.9,0
28.2,25.2,48.4,17.4,0
49.2,45.9,28.8,6.5,2
28.8,19.1,48.9,15.0,0
26.3,22.4,70.2,6.7,0
45.8,43.6,83.9,17.0,2
28.7,20.6,86.1,2.8,0
36.5,33.1,47.7,22.8,0
31.5,29.1,43.0,14.3,0
44.7,41.7,64.4,13.0,2
28.1,23.0,35.6,24.5,0
40.3,38.2,39.1,20.0,2
29.1,23.7,64.6,20.9,0
49.1,44.2,42.6,10.4,2
35.4,30.9,75.1,19.9,0
27.1,19.9,80.4,0.5,0
29.2,22.7,83.9,18.5,0
36.6,32.9,48.2,0.3,0
43.0,34.1,59.4,14.4,2
42.6,37.7,50.3,21.1,2
35.2,32.1,65.1,7.5,0
36.3,30.2,78.9,17.6,1
33.0,28.2,23.7,23.0,0
29.4,21.4,48.0,12.3,0
28.6,24.2,24.3,10.8,0
48.8,45.3,38.7,14.3,2
40.5,33.0,36.2,14.4,2
39.7,31.9,79.8,18.5,1
41.8,38.7,75.4,17.2,2
29.4,23.1,68.6,8.4,0
30.0,26.6,77.8,2.5,0
30.5,20.7,53.7,6.9,0
